Date,High,Low,Open,Close,Volume,Adj Close
2013-12-02,2.5862998962402344,2.55649995803833,2.575000047683716,2.5625,58942.0,2.5023486614227295
2013-12-03,2.561000108718872,2.505000114440918,2.549999952316284,2.509999990463257,126510.0,2.4510810375213623
2013-12-04,2.5199999809265137,2.497999906539917,2.5,2.4937500953674316,50778.0,2.4352126121520996
2013-12-05,2.497999906539917,2.4800000190734863,2.4825000762939453,2.4800000190734863,25572.0,2.421785354614258
2013-12-06,2.508500099182129,2.4848999977111816,2.498080015182495,2.5037500858306885,32218.0,2.4449779987335205
2013-12-09,2.5225000381469727,2.490000009536743,2.5225000381469727,2.490000009536743,288799.0,2.4315507411956787
2013-12-10,2.515000104904175,2.484999895095825,2.490000009536743,2.484999895095825,74150.0,2.4266679286956787
2013-12-11,2.501650094985962,2.484999895095825,2.484999895095825,2.484999895095825,51099.0,2.4266679286956787
2013-12-12,2.4860999584198,2.4700000286102295,2.4825000762939453,2.4700000286102295,36911.0,2.412019968032837
2013-12-13,2.494149923324585,2.4735000133514404,2.4749999046325684,2.4749999046325684,61317.0,2.416902780532837
2013-12-16,2.5139999389648438,2.4749999046325684,2.4800000190734863,2.5,23510.0,2.4413158893585205
2013-12-17,2.5225000381469727,2.494999885559082,2.5,2.5,81610.0,2.4413158893585205
2013-12-18,2.517899990081787,2.5,2.5,2.5,26734.0,2.4413158893585205
2013-12-19,2.5425000190734863,2.5225000381469727,2.5225000381469727,2.5225000381469727,21490.0,2.463287830352783
2013-12-20,2.557499885559082,2.5299999713897705,2.5299999713897705,2.557499885559082,86181.0,2.4974660873413086
2013-12-23,2.557499885559082,2.539069890975952,2.555000066757202,2.555000066757202,38856.0,2.4950249195098877
2013-12-24,2.559999942779541,2.5399999618530273,2.5399999618530273,2.5399999618530273,9526.0,2.480376720428467
2013-12-27,2.567500114440918,2.5374999046325684,2.5374999046325684,2.567500114440918,28299.0,2.5072314739227295
2013-12-30,2.5799999237060547,2.5527501106262207,2.565000057220459,2.5799999237060547,54581.0,2.5194380283355713
2013-12-31,2.555000066757202,2.555000066757202,2.555000066757202,2.555000066757202,0.0,2.4950249195098877
